Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Modelo_Monetizacao
8675,Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16,Híbrido
8676,Arcade Zone,Wii,2009,Misc,Activision,0.14,0.0,0.0,0.01,0.16,Híbrido
8679,DiRT 3,PC,2011,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16,Híbrido
8681,Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.04,0.0,0.01,0.16,Híbrido
8683,WWE '13,Wii,2012,Action,THQ,0.12,0.02,0.0,0.01,0.16,Híbrido
8685,Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16,Pay-to-Play
8686,Street Racer,PS,1996,Racing,Ubisoft,0.09,0.06,0.0,0.01,0.16,Híbrido
8689,Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,Híbrido
8690,NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,Híbrido
8693,Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8694,The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,Híbrido
8696,Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16,Híbrido
8697,Block Party,Wii,2008,Misc,Activision,0.14,0.0,0.0,0.01,0.16,Híbrido
8699,The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,Híbrido
8700,Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0.0,0.03,0.16,Híbrido
8701,Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.06,0.0,0.02,0.16,Híbrido
8702,The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,Híbrido
8705,AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8708,Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,Híbrido
8712,Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0.0,0.02,0.16,Híbrido
8713,Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16,Híbrido
8714,Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0.0,0.01,0.16,Híbrido
8715,Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.05,0.09,0.0,0.02,0.16,Híbrido
8718,Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,Pay-to-Play
8719,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,Pay-to-Play
8720,Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15,Híbrido
8722,The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.15,0.0,0.0,0.01,0.15,Híbrido
8724,Winning Post 3,PS,1998,Racing,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,Híbrido
8725,FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,Híbrido
8726,Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,Híbrido
8727,F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,Híbrido
8728,de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0.0,0.01,0.15,Híbrido
8729,"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,Híbrido
8732,Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.05,0.0,0.02,0.15,Híbrido
8734,MTV Music Generator 2,PS2,2001,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,Híbrido
8736,Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0.0,0.0,0.01,0.15,Híbrido
8739,Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,Híbrido
8740,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,Híbrido
8742,Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,Híbrido
8743,Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,Pay-to-Play
8744,Stormrise,X360,2009,Strategy,Sega,0.11,0.03,0.0,0.01,0.15,Híbrido
8745,NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,Híbrido
8748,Deponia,PC,2012,Adventure,Daedalic,0.0,0.13,0.0,0.03,0.15,Híbrido
8753,NHL 17,XOne,2016,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.15,Híbrido
8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,Híbrido
8756,Digimon World 4,PS2,2005,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,Híbrido
8757,Cars: Race-O-Rama,X360,2009,Racing,THQ,0.14,0.01,0.0,0.01,0.15,Híbrido
8758,Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,Pay-to-Play
8765,American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,Híbrido
8767,Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.06,0.02,0.02,0.15,Híbrido
8769,Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,Híbrido
8770,Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,Híbrido
8771,The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0.0,0.01,0.15,Híbrido
8775,Streak: Hoverboard Racing,PS,1998,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15,Híbrido
8776,Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,Híbrido
8777,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,Pay-to-Play
8778,Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,Híbrido
8779,NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,Pay-to-Play
8780,Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,Híbrido
8782,Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,Híbrido
8784,Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15,Híbrido
8787,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Híbrido
8788,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,Híbrido
8790,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0.0,0.01,0.15,Híbrido
8792,Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15,Híbrido
8795,Darksiders,PC,2010,Action,THQ,0.07,0.06,0.0,0.02,0.15,Híbrido
8796,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,Híbrido
8798,Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,Híbrido
8799,MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,Híbrido
8804,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0.0,0.01,0.15,Híbrido
8805,Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,Híbrido
8806,Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.06,0.0,0.02,0.15,Híbrido
8807,Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,Híbrido
8808,Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,Híbrido
8815,Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,Híbrido
8817,World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0.0,0.01,0.15,Híbrido
8818,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,Híbrido
8819,Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,Pay-to-Play
8823,NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15,Híbrido
8824,The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,Híbrido
8825,The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,Híbrido
8828,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,Híbrido
8830,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,Híbrido
8831,Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,Híbrido
8833,Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,Híbrido
8834,Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,Híbrido
8837,NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,Pay-to-Play
8838,Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15,Híbrido
8839,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0.0,0.01,0.15,Híbrido
8840,Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,Híbrido
8841,Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0.0,0.02,0.15,Free-to-Play
8842,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,Híbrido
8843,NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,Pay-to-Play
8844,Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,Híbrido
8845,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15,Híbrido
8846,Terraria,PC,2011,Action,Unknown,0.0,0.13,0.0,0.02,0.15,Híbrido
8848,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Híbrido
8849,Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,Híbrido
8851,F1 2001,PS2,2001,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,Híbrido
8860,History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,Híbrido
8861,NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,Híbrido
8862,Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15,Híbrido
8869,Burger Island,Wii,2009,Action,Destineer,0.14,0.0,0.0,0.01,0.15,Híbrido
8871,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0.0,0.01,0.15,Híbrido
8872,Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,Híbrido
8873,Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,Híbrido
8875,Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,Híbrido
8876,Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0.0,0.02,0.15,Híbrido
8878,Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0.0,0.0,0.01,0.15,Híbrido
8879,BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,Híbrido
8880,Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.15,Híbrido
8881,Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,Híbrido
8882,Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0.0,0.01,0.15,Híbrido
8883,Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Híbrido
8884,Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,Híbrido
8887,Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.15,Híbrido
8888,Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,Híbrido
8889,Chessmaster II,PS,1998,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,Híbrido
8891,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0.0,0.01,0.15,Híbrido
8892,Winning Post 4,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,Híbrido
8893,Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,Híbrido
8894,DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.1,0.04,0.0,0.01,0.15,Híbrido
8895,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Híbrido
8896,187: Ride or Die,PS2,2005,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,Híbrido
8899,Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,Híbrido
8902,Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,Pay-to-Play
8903,Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,Híbrido
8908,Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,Híbrido
8909,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,Híbrido
8911,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Híbrido
8912,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Híbrido
8913,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,Híbrido
8916,Rubik's World,Wii,2008,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15,Híbrido
8917,Gallop & Ride!,Wii,2008,Sports,THQ,0.14,0.0,0.0,0.01,0.15,Híbrido
8919,Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,Híbrido
8920,Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,Híbrido
8921,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,Híbrido
8925,Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,Híbrido
8926,Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,Híbrido
8929,Phantasy Star Online Episode I & II,XB,2003,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,Híbrido
8930,F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15,Híbrido
8933,Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15,Free-to-Play
8936,NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,Híbrido
8938,Toy Story Racer,PS,2001,Racing,Activision,0.08,0.06,0.0,0.01,0.15,Híbrido
8939,Yakuza: Ishin,PS4,2014,Action,Sega,0.0,0.0,0.15,0.0,0.15,Híbrido
8941,Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,Híbrido
8942,Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,Híbrido
8943,Galerians,PS,1999,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,Híbrido
8944,Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,Híbrido
8945,DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Híbrido
8949,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,Híbrido
8950,Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,Híbrido
8954,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0.0,0.01,0.15,Híbrido
8956,Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,Híbrido
8957,Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,Híbrido
8959,Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0.0,0.01,0.15,Híbrido
8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,Híbrido
8962,Alien: Isolation,PC,2014,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,Híbrido
8963,High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,Pay-to-Play
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15,Free-to-Play
8968,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,Pay-to-Play
8971,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,Híbrido
8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.15,Híbrido
8973,Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,Híbrido
8976,MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,Pay-to-Play
8979,BMX XXX,PS2,2002,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,Híbrido
8985,Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0.0,0.0,0.01,0.15,Híbrido
8986,Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Híbrido
8988,Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,Híbrido
8989,Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,Pay-to-Play
8996,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,Pay-to-Play
8998,Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,Híbrido
9000,CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,Híbrido
9001,Barbarian,PS2,2002,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,Híbrido
9005,L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,Híbrido
9008,Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,Híbrido
9012,Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,Híbrido
9013,Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,Híbrido
9014,Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,Híbrido
9018,Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,Híbrido
9019,The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,Pay-to-Play
9020,Kung Fu Panda 2,Wii,2011,Action,THQ,0.08,0.05,0.0,0.01,0.14,Híbrido
9023,Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,Híbrido
9025,Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,Híbrido
9026,Haunted House,Wii,2010,Action,Atari,0.13,0.0,0.0,0.01,0.14,Híbrido
9028,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,Híbrido
9029,Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,Híbrido
9031,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,Híbrido
9032,Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,Free-to-Play
9033,Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,Híbrido
9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,Híbrido
9037,Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,Híbrido
9040,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Híbrido
9042,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14,Híbrido
9043,Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,Híbrido
9045,Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,Híbrido
9046,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,Híbrido
9047,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,Híbrido
9048,ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,Híbrido
9049,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0.0,0.01,0.14,Híbrido
9055,Mojo!,PS2,2003,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,Híbrido
9056,Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.13,0.0,0.0,0.01,0.14,Híbrido
9057,Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,Híbrido
9059,Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,Híbrido
9060,Front Mission Alternative,PS,1997,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,Híbrido
9064,The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,Híbrido
9066,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,Híbrido
9067,Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,Free-to-Play
9068,SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14,Free-to-Play
9070,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,Híbrido
9074,MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,Híbrido
9077,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,Híbrido
9078,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,Híbrido
9079,SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,Híbrido
9080,NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,Híbrido
9085,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Híbrido
9088,Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Híbrido
9089,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,Híbrido
9090,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Híbrido
9091,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,Pay-to-Play
9093,OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0.0,0.01,0.14,Híbrido
9094,Okami,PS3,2012,Action,Capcom,0.0,0.0,0.14,0.0,0.14,Híbrido
9096,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,Híbrido
9097,Soukaigi,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,Híbrido
9099,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,Pay-to-Play
9100,Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,Híbrido
9104,NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,Híbrido
9106,Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,Híbrido
9107,Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,Híbrido
9110,Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,Híbrido
